"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"MN150","Boomerang Marine and Sports Alex -MN150","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ENC101","ChatLee Boat and Marine - ENC101","","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX224","Watercraft Plus, LLC -TX224","","George Ott","COMFORT_STOP","empty_friction","not_monitored","87","N/A","0","3","0","0","0","0","0","0","0","2025-10-21","303","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"IA134","Grace Marine - IA134","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-03-12","526","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 527 days (last visit was Mar 12, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"FL115","TRAVELCAMP LLC - OCALA - FL115","","Pam Carter","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ283","Scottsdale RV -AZ283","","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL203","QUALITY BOATS OF CHARLOTTE HARBOR - FL203","","Ward Stoutimore","COMFORT_STOP","empty_friction","not_monitored","98","100","0","9","3","1","33","1","27582.88","33","3065","2025-09-09","345","2026-08-03","18","2026-07-10","42","3","1","27582.88","3","1","27582.88","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 17 in-person visits across multiple quarters, resulting in only $28K across 1 deal. | Why this rule applied: Extremely low yield ($2K/visit) across 17 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"FL204","DENISON YACHTING - DANIA 1 - FL204","","Pam Carter","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","1","0","0","0","0","0","0","Never","Never","2026-07-17","35","Never","Never","1","0","0","1","0","0","Active (Last 90D)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 1 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA105","R and L Marine - IA105","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-01-27","570","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 571 days (last visit was Jan 27, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"VA119","National Indoor RV Centers - Manassas - VA119","","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN602","Bills Bay Marina -MN602","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-12-03","625","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI152","Midwest RV Sales and Service -WI152","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-07-07","409","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 410 days (last visit was Jul 7, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"IL202","Kelly Hicks Construction, Inc. - IL202","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-08-20","365","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 366 days (last visit was Aug 20, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"ME107","PORT HARBOR MARINE-HOLDEN-ME107","","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","3","0","0","0","0","0","0","0","2025-09-03","351","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 7 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 7 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MN665","Midwest Mastercraft, Inc. -MN665","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-12-19","609","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"KS120","OPEN RANGE LLC - KS120","","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TN150","Calico Jack's Marine Outfitters -TN150","","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN3006","Freeway Motors of Rogers -MN3006","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IL124","Ben Watts Marina - IL124","","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","87","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"PA145","Boat World - PA145","","Janet Harrington","COMFORT_STOP","empty_friction","not_monitored","87","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"ESC101","Clear Water Marine LLC - ESC101","","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ696","Advantage Boats -AZ696","","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI146","Superior Campers Inc -WI146","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-02-05","561","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 562 days (last visit was Feb 5, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"IL1005","Time on the Water Outdoor, LLC - IL1005","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ224","Little Dealer Little Prices  2","","Ericka Dominguez","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA108","S and J Marine - IA108","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-11-21","637","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"PA127","Dennis Trailers Inc- PA127","","Janet Harrington","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-02-11","555","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 556 days (last visit was Feb 11, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"MN6002","Rhinos Archery Fishing and Hunting -MN6002","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"RI100","DENISON YACHTING - NEWPORT - RI100","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ETX131","The Boat Yard - ETX131","","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"OR138","GIB'S RV INC. - OR138","","Larry Jablonoski","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WA101","DENISON YACHTING - SEATTLE - WA101","","Larry Jablonoski","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"NC167","MarineMax - Lake Norman - NC167","","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MA112","MarineMax - Quincy - MA112","","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI438","GULL LAKE MARINE- RICHLAND - MI438","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IN125","Marine Center of Indiana, Inc. -IN125","","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"CO110","Transwest Fountain","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN236","Walker Marine formerly Marine Max -MN236","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","1","0","0","0","0","0","0","0","2025-02-09","557","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ259","SST Auto/ RV -AZ259","","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX131","Falls Marine Center -TX131","","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX171","Happy Trails RV Inc -TX171","","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN271","Dans All Season Service, Inc. -MN271","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-02-16","550","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 551 days (last visit was Feb 16, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"WI181-INACTIVE","Lakeside Marina-WI181","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"EIA100","Bluff Harbor - EIA100","","S1 House","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-03-14","524","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 525 days (last visit was Mar 14, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"IL222","Dupo Marine Center LLC - IL222","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL109","Tradewinds RV Inc - FL109","","Pam Carter","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL344","Custom Marine Service, LLC - FL344","","Ward Stoutimore","COMFORT_STOP","empty_friction","not_monitored","91","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Comfort Stop / Time Sink (Confidence 91%). | Field reps have conducted 4 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 4 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"WA114","APACHE CAMPING CENTER, INC - POULSBO - WA114","","Larry Jablonoski","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA197","Jims Camper Service Inc - IA197","","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","1","0","0","0","0","0","0","0","2025-03-27","511","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI136","Shell Lake Marine -WI136","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-05-01","476","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 477 days (last visit was May 1, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"WI528","Beaver Dam Bay Marina -WI528","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI353","The Ski Hut -WI353","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IN103","Customers First RV, INC -IN103","","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI134","Sportfishermans Center -MI134","","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-06-21","790","Never","Never","Never","Never","0","0","0","0","0","0","No Application History","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
